1,1,cheap,1
2,1,good value,1
3,1,reasonable price,1
4,1,great for the price,1
5,1,very cheap,1
6,1,not pricey,1
7,1,affordable,1
8,2,clean place,1
9,2,clean,1
10,2,very clean,1
11,2,good hygiene,1
12,2,good cleanliness,1
13,2,clean surroundings,1
14,3,great location,1
15,3,nice location,1
16,3,great view,1
17,3,nice view,1
18,3,safe,1
19,3,very safe location,1
